risk_cluster_key,risk_tags,cluster_size,candidate_owner,candidate_duplicates,semantic_equivalence_guess,safe_to_auto_retire,reason,review_priority,review_score,member_files,unique_called_targets,unique_assertion_shapes,owner_confidence
m5f_canonical:valueerror:equals,m5f_canonical;research_generated_write,1,tests/unit/test_m5f_canonical_market_context_package.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m5i_explicit_bounded_refresh.py,valueerror,equals,high
m6e_acceptance:completed:equals,m6e_acceptance,1,tests/test_m6e_operator_acceptance.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/test_m6e_operator_acceptance.py,completed,equals,high
m6e_acceptance:m6e_final_status:equals,m6e_acceptance,1,tests/test_m6e_operator_acceptance.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/test_m6e_operator_acceptance.py,m6e_final_status,equals,high
m6g_browser_e2e:any:contains,m6g_browser_e2e,1,tests/test_m6g_browser_operator_e2e.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/test_m6g_browser_operator_e2e.py,any,contains,high
m6g_browser_e2e:m6g_item_ok:truthy,m6g_browser_e2e,1,tests/test_m6g_browser_operator_e2e.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/test_m6g_browser_operator_e2e.py,m6g_item_ok,truthy,high
m6g_browser_e2e:m6g_playwright_state:no_assert,m6g_browser_e2e,1,tests/test_m6g_browser_operator_e2e.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/test_m6g_browser_operator_e2e.py,m6g_playwright_state,no_assert,high
mcp_fail_closed:_build_temp_m5f_package:boolean_identity+equals,m5f_canonical;mcp_fail_closed,1,tests/unit/test_mcp_server.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_mcp_server.py,_build_temp_m5f_package,boolean_identity+equals,high
mcp_fail_closed:_minimal_watchlist:boolean_identity+equals,mcp_fail_closed;ssl_policy,1,tests/unit/test_mcp_server.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m6d_operator_and_local_networking.py,_minimal_watchlist,boolean_identity+equals,high
mcp_fail_closed:_tags_for_source:contains,mcp_fail_closed,2,tests/unit/test_mcp_server.py,tests/unit/test_analyze_test_risk_inventory.py::test_precision_mcp_invalid_request_fail_closed_is_mcp_fail_closed,partial,manual_review_required,static cluster overlap needs human semantic review,P2,6,tests/unit/test_analyze_test_risk_inventory.py,_tags_for_source,contains,high
mcp_fail_closed:assertionerror:boolean_identity+equals,mcp_fail_closed,3,tests/unit/test_mcp_server.py,tests/unit/test_mcp_server.py::test_controlled_tool_without_confirmation_fails_closed_without_runner;tests/unit/test_mcp_server.py::test_evidence_readback_tool_does_not_execute_controlled_runner,partial,manual_review_required,static cluster overlap needs human semantic review,P2,7,tests/unit/test_mcp_server.py,assertionerror,boolean_identity+equals,high
mcp_fail_closed:asyncio_run:boolean_identity+contains+equals,frontend_public_write;frontend_static_contract;mcp_fail_closed;no_full_market_scan;production_prod_write;research_generated_write,2,tests/unit/test_mcp_server.py,tests/unit/test_mcp_server.py::test_evidence_readback_valid_response_includes_governance_and_no_realtime_claim,partial,manual_review_required,static cluster overlap needs human semantic review,P3,4,tests/unit/test_mcp_server.py,asyncio_run,boolean_identity+contains+equals,medium
mcp_fail_closed:asyncio_run:boolean_identity+equals,ai_context_pack;governance_path;mcp_fail_closed;research_generated_write,4,tests/unit/test_mcp_server.py,tests/unit/test_mcp_server.py::test_evidence_readback_latest_valid_run_summary_is_returned;tests/unit/test_mcp_server.py::test_evidence_readback_missing_directory_returns_no_evidence;tests/unit/test_mcp_server.py::test_unknown_tool_returns_governed_unavailable_response,partial,manual_review_required,static cluster overlap needs human semantic review,P2,6,tests/unit/test_mcp_server.py,asyncio_run,boolean_identity+equals,medium
mcp_fail_closed:asyncio_run:boolean_identity+equals+truthy,conversation_context;mcp_fail_closed,1,tests/unit/test_mcp_server.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m5n_watchlist_workflow.py,asyncio_run,boolean_identity+equals+truthy,high
mcp_fail_closed:asyncio_run:contains+equals,mcp_fail_closed;research_generated_write,1,tests/unit/test_mcp_server.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/unit/test_mcp_server.py,asyncio_run,contains+equals,high
mcp_fail_closed:asyncio_run:equals,mcp_fail_closed;research_generated_write,14,tests/unit/test_mcp_server.py,tests/unit/test_mcp_server.py::test_evidence_readback_duplicate_source_or_target_filters_fail_closed;tests/unit/test_mcp_server.py::test_evidence_readback_duplicate_sources_or_targets_in_evidence_fail_closed;tests/unit/test_mcp_server.py::test_evidence_readback_invalid_latest_candidate_is_not_silently_skipped;tests/unit/test_mcp_server.py::test_evidence_readback_invalid_requested_sources_fail_closed;tests/unit/test_mcp_server.py::test_evidence_readback_invalid_requested_targets_fail_closed;tests/unit/test_mcp_server.py::test_evidence_readback_max_runs_applies_after_matching;tests/unit/test_mcp_server.py::test_evidence_readback_max_runs_bound_is_enforced;tests/unit/test_mcp_server.py::test_evidence_readback_missing_required_shape_returns_structured_error;tests/unit/test_mcp_server.py::test_evidence_readback_rejects_path_traversal_or_arbitrary_path_input;tests/unit/test_mcp_server.py::test_evidence_readback_requested_sources_filter_nonmatching_summaries;tests/unit/test_mcp_server.py::test_evidence_readback_requested_targets_filter_nonmatching_summaries;tests/unit/test_mcp_server.py::test_evidence_readback_valid_summaries_but_no_filter_match_returns_no_matching;tests/unit/test_mcp_server.py::test_evidence_readback_without_explicit_filters_reports_empty_applied_filters,partial,manual_review_required,static cluster overlap needs human semantic review,P2,16,tests/unit/test_mcp_server.py,asyncio_run,equals,medium
mcp_fail_closed:asyncio_run:equals+truthy,ai_context_pack;briefing_render;m5f_canonical;mcp_fail_closed,2,tests/unit/test_mcp_server.py,tests/unit/test_mcp_server.py::test_markdown_local_artifact_read_works,partial,manual_review_required,static cluster overlap needs human semantic review,P2,5,tests/unit/test_mcp_server.py,asyncio_run,equals+truthy,medium
mcp_fail_closed:calls_append:boolean_identity+contains+equals+not_equals,mcp_fail_closed;research_generated_write,1,tests/unit/test_mcp_server.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/unit/test_mcp_server.py,calls_append,boolean_identity+contains+equals+not_equals,high
mcp_fail_closed:mcp_server_run_controlled_probe_runner:boolean_identity+equals+truthy,mcp_fail_closed,1,tests/unit/test_mcp_server.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/unit/test_mcp_server.py,mcp_server_run_controlled_probe_runner,boolean_identity+equals+truthy,high
no_full_market_scan:assertionerror:boolean_identity+truthy,no_full_market_scan;source_health,1,tests/unit/test_m5b_execution_authorization.py,,unclear,no,single test or no duplicate evidence,P3,11,tests/test_m5q_source_health.py,assertionerror,boolean_identity+truthy,high
no_full_market_scan:build_controlled_refresh_staging_payload:truthy,no_full_market_scan;research_generated_write,1,tests/unit/test_m5b_execution_authorization.py,,unclear,no,single test or no duplicate evidence,P3,11,tests/unit/test_controlled_refresh_staging_writer.py,build_controlled_refresh_staging_payload,truthy,high
no_full_market_scan:errs:equals,no_full_market_scan,1,tests/unit/test_m5b_execution_authorization.py,,unclear,no,single test or no duplicate evidence,P3,11,tests/unit/test_controlled_refresh_staging_validator.py,errs,equals,high
no_full_market_scan:inp_write_text:no_assert,no_full_market_scan;research_generated_write,1,tests/unit/test_m5b_execution_authorization.py,,unclear,no,single test or no duplicate evidence,P3,11,tests/unit/test_controlled_refresh_staging_writer.py,inp_write_text,no_assert,high
no_full_market_scan:valid_token:truthy,no_full_market_scan,1,tests/unit/test_m5b_execution_authorization.py,,unclear,no,single test or no duplicate evidence,P3,11,tests/unit/test_validate_authorization_ladder.py,valid_token,truthy,high
no_trading_semantics:any:boolean_identity+contains,no_trading_semantics,2,scripts/forbidden_behavior_scanner.py,tests/unit/test_m6b_contract_hardening.py::test_watchlist_rejects_forbidden_semantics_nested_values,partial,manual_review_required,static cluster overlap needs human semantic review,P2,7,tests/unit/test_m5k_workflow.py;tests/unit/test_m6b_contract_hardening.py,any,boolean_identity+contains,high
no_trading_semantics:any:contains,no_trading_semantics,2,scripts/forbidden_behavior_scanner.py,tests/unit/test_no_trading_signal_ui_guard.py::test_no_positive_trading_or_realtime_claims,partial,manual_review_required,static cluster overlap needs human semantic review,P2,7,tests/unit/test_m5d_publication_candidate.py;tests/unit/test_no_trading_signal_ui_guard.py,any,contains,high
no_trading_semantics:base:truthy,no_trading_semantics,1,scripts/forbidden_behavior_scanner.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/unit/test_validator_regression_matrix.py,base,truthy,high
no_trading_semantics:base_result:no_assert,m5b_staging;no_trading_semantics,1,scripts/forbidden_behavior_scanner.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_build_m5b_staging_candidate.py,base_result,no_assert,high
no_trading_semantics:build_conversation_context:boolean_identity+contains,conversation_context;governance_path;no_trading_semantics;raw_payload_leakage,1,scripts/forbidden_behavior_scanner.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m5n_watchlist_workflow.py,build_conversation_context,boolean_identity+contains,high
no_trading_semantics:build_snapshot:truthy,no_trading_semantics,1,scripts/forbidden_behavior_scanner.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/test_generate_latest_market_snapshot.py,build_snapshot,truthy,high
no_trading_semantics:codes:contains,m5b_staging;no_trading_semantics,1,scripts/forbidden_behavior_scanner.py,,unclear,no,single test or no duplicate evidence,P3,2,tests/unit/test_m5b_failure_injection.py,codes,contains,high
no_trading_semantics:p_read_text:boolean_identity+contains,no_trading_semantics,1,scripts/forbidden_behavior_scanner.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/unit/test_staging_payload_fixture_corpus.py,p_read_text,boolean_identity+contains,high
no_trading_semantics:payload:truthy,no_trading_semantics,1,scripts/forbidden_behavior_scanner.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/unit/test_controlled_refresh_staging_writer.py,payload,truthy,high
observation_not_canonical:__import__:contains,conversation_context;observation_not_canonical,1,tests/unit/test_m5k_workflow.py,,unclear,no,single test or no duplicate evidence,P3,12,tests/unit/test_m5n_watchlist_workflow.py,__import__,contains,high
observation_not_canonical:all:boolean_identity+contains+equals+truthy,bounded_watchlist;conversation_context;observation_not_canonical;source_health,1,tests/unit/test_m5k_workflow.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m5n_watchlist_workflow.py,all,boolean_identity+contains+equals+truthy,high
observation_not_canonical:conversation_handoff_from_watchlist:boolean_identity+contains+equals,bounded_watchlist;conversation_context;observation_not_canonical,1,tests/unit/test_m5k_workflow.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m5k_workflow.py,conversation_handoff_from_watchlist,boolean_identity+contains+equals,high
production_prod_write:_targets:boolean_identity+contains+equals,production_prod_write,1,tests/unit/test_m3g10_bridge_dry_run.py::test_m3g10_identity_mismatch_fixture_blocks_source_without_writes,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m3g10_bridge_dry_run.py,_targets,boolean_identity+contains+equals,low
production_prod_write:all:equals,production_prod_write,1,tests/unit/test_fixture_evidence_ledger.py::test_fixture_ledger_forbidden_for_production,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_fixture_evidence_ledger.py,all,equals,low
production_prod_write:any:boolean_identity+contains+equals+truthy,m5b_staging;production_prod_write,1,tests/unit/test_build_m5b_staging_candidate.py::test_build_staging_candidate_finalizes_manifest_and_ledger,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_build_m5b_staging_candidate.py,any,boolean_identity+contains+equals+truthy,low
production_prod_write:any:contains,m5e_publication;production_prod_write,1,tests/unit/test_m5e_controlled_frontend_publication.py::test_lineage_drift_and_forbidden_flag,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m5e_controlled_frontend_publication.py,any,contains,low
production_prod_write:any:equals,production_prod_write,1,tests/unit/test_validate_authorization_ladder.py::test_token_granting_forbidden_action_fails,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_validate_authorization_ladder.py,any,equals,low
production_prod_write:candidate_dir_mkdir:equals,production_prod_write,1,tests/unit/test_m5i_explicit_bounded_refresh.py::test_validate_candidate_failed_targets_schema,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_m5i_explicit_bounded_refresh.py,candidate_dir_mkdir,equals,low
production_prod_write:copy_run:not_equals,m5c_staging;production_prod_write,1,tests/unit/test_m5c_staging_promotion.py::test_blocked_cli_returns_nonzero,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m5c_staging_promotion.py,copy_run,not_equals,low
production_prod_write:load:boolean_identity+contains,production_prod_write,1,tests/unit/test_authorization_token_schema.py::test_token_schema_fields,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_authorization_token_schema.py,load,boolean_identity+contains,low
production_prod_write:load:boolean_identity+contains+equals,production_prod_write,1,tests/unit/test_evidence_ledger_schema.py::test_evidence_schema_fields,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_evidence_ledger_schema.py,load,boolean_identity+contains+equals,low
production_prod_write:load:truthy,production_prod_write,3,tests/unit/test_authorization_token_schema.py::test_authorization_schema_rejects_extra_property_and_false_safety_flag_and_bad_datetime,tests/unit/test_evidence_ledger_schema.py::test_evidence_schema_rejects_bad_authority_date_extra_and_missing_fixture_caveat;tests/unit/test_run_m4_readiness_check.py::test_evidence_ledger_schema_failures_are_structured,partial,manual_review_required,static cluster overlap needs human semantic review,P1,12,tests/unit/test_authorization_token_schema.py;tests/unit/test_evidence_ledger_schema.py;tests/unit/test_run_m4_readiness_check.py,load,truthy,low
production_prod_write:p_write_text:equals,production_prod_write,1,tests/unit/test_run_m4_readiness_check.py::test_release_gate_blocks_elevation,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_run_m4_readiness_check.py,p_write_text,equals,low
production_prod_write:payload:no_assert,production_prod_write,1,tests/unit/test_controlled_refresh_staging_writer.py::test_production_looking_output_path_fails_closed,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_controlled_refresh_staging_writer.py,payload,no_assert,low
production_prod_write:simulate_decision:truthy,production_prod_write,1,tests/unit/test_simulate_authorization_decision.py::test_simulator_blocks_forbidden_action,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_simulate_authorization_decision.py,simulate_decision,truthy,low
raw_payload_leakage:all:contains+equals,raw_payload_leakage;source_health,1,scripts/forbidden_behavior_scanner.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/test_m5q_source_health.py,all,contains+equals,high
raw_payload_leakage:build_conversation_context:boolean_identity+contains+equals,conversation_context;raw_payload_leakage,1,scripts/forbidden_behavior_scanner.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m5n_watchlist_workflow.py,build_conversation_context,boolean_identity+contains+equals,high
raw_payload_leakage:execute_live_observation:contains,raw_payload_leakage,1,scripts/forbidden_behavior_scanner.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m5k_workflow.py,execute_live_observation,contains,high
raw_payload_leakage:normalize_failure:contains,raw_payload_leakage,1,scripts/forbidden_behavior_scanner.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m6b_contract_hardening.py,normalize_failure,contains,high
raw_payload_leakage:testclient:boolean_identity+contains+equals,conversation_context;raw_payload_leakage;source_health,1,scripts/forbidden_behavior_scanner.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m6b_contract_hardening.py,testclient,boolean_identity+contains+equals,high
raw_payload_leakage:testclient:contains+equals,raw_payload_leakage,1,scripts/forbidden_behavior_scanner.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/unit/test_m5l_live_source_adapter_matrix.py,testclient,contains+equals,high
research_generated_write:_rehash_manifest:equals,m5c_staging;research_generated_write,1,tests/unit/test_m5c_staging_failure_injection.py::test_deleted_binding_field_after_rehash_is_blocked,,unclear,no,single test or no duplicate evidence,P3,0,tests/unit/test_m5c_staging_failure_injection.py,_rehash_manifest,equals,low
research_generated_write:allowed_resolve:truthy,m6e_acceptance;research_generated_write,1,tests/test_m6e_operator_acceptance.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/test_m6e_operator_acceptance.py,allowed_resolve,truthy,high
research_generated_write:any:equals,m5b_staging;m5c_staging;research_generated_write,5,tests/unit/test_m5b_controlled_live_probe_runner.py::test_output_root_rejected_before_network,tests/unit/test_m5b_controlled_live_probe_runner.py::test_output_reserved_consumption_dir_rejected_before_network;tests/unit/test_m5c_promoted_staging_package.py::test_manifest_verifier_is_independent_and_detects_tamper;tests/unit/test_m5c_staging_failure_injection.py::test_consumption_record_mismatch_blocked;tests/unit/test_m5c_staging_failure_injection.py::test_untracked_artifact_blocked,partial,manual_review_required,static cluster overlap needs human semantic review,P3,2,tests/unit/test_m5b_controlled_live_probe_runner.py;tests/unit/test_m5c_promoted_staging_package.py;tests/unit/test_m5c_staging_failure_injection.py,any,equals,low
research_generated_write:assertionerror:contains+equals+truthy,m5b_staging;research_generated_write,1,tests/unit/test_m5b_controlled_live_probe_runner.py::test_execute_live_rejects_preflight_output_before_network,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m5b_controlled_live_probe_runner.py,assertionerror,contains+equals+truthy,low
research_generated_write:auth_read_text:contains,m5c_staging;research_generated_write,1,tests/unit/test_m5c_staging_promotion_authorization.py::test_m5c_authorization_schema_blocks_extra_and_wrong_destination,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m5c_staging_promotion_authorization.py,auth_read_text,contains,low
research_generated_write:build_ai_context_pack:contains,ai_context_pack;research_generated_write;snapshot_schema;source_health,1,tests/test_m5q_source_health.py,,unclear,no,single test or no duplicate evidence,P3,11,tests/test_generate_ai_context_pack.py,build_ai_context_pack,contains,high
research_generated_write:build_conversation_context:boolean_identity+equals,conversation_context;research_generated_write;source_health,1,tests/test_m5q_source_health.py,,unclear,no,single test or no duplicate evidence,P3,11,tests/test_m5q_source_health.py,build_conversation_context,boolean_identity+equals,high
research_generated_write:build_mock_inputs_from_live_probe_run:contains+equals,research_generated_write;snapshot_schema,1,tests/unit/test_m3g_live_probe_to_snapshot_adapter.py::test_snapshot_generator_integration_in_memory,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m3g_live_probe_to_snapshot_adapter.py,build_mock_inputs_from_live_probe_run,contains+equals,low
research_generated_write:capsys_readouterr:contains+equals,m5b_staging;research_generated_write,1,tests/unit/test_m5b_controlled_live_probe_runner.py::test_attempt_count_rejects_zero,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m5b_controlled_live_probe_runner.py,capsys_readouterr,contains+equals,low
research_generated_write:codes:contains,m5b_staging;research_generated_write,1,tests/unit/test_m5b_failure_injection.py::test_execution_scope_rejects_invalid_source_targets_and_output_paths,,unclear,no,single test or no duplicate evidence,P3,0,tests/unit/test_m5b_failure_injection.py,codes,contains,low
research_generated_write:correction_read_text:truthy,m5c_staging;research_generated_write,1,tests/unit/test_m5c_run_summary_destination_correction.py::test_run_summary_destination_correction_blocks_tamper,,unclear,no,single test or no duplicate evidence,P3,0,tests/unit/test_m5c_run_summary_destination_correction.py,correction_read_text,truthy,low
research_generated_write:m6e_md_report_read_text:contains,m6e_acceptance;research_generated_write,1,tests/test_m6e_operator_acceptance.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/test_m6e_operator_acceptance.py,m6e_md_report_read_text,contains,high
research_generated_write:payload:no_assert,research_generated_write,1,tests/unit/test_controlled_refresh_staging_writer.py::test_output_path_under_research_generated_fails_closed,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_controlled_refresh_staging_writer.py,payload,no_assert,low
research_generated_write:write_acceptance_report:no_assert,research_generated_write,1,tests/unit/test_local_delivery_acceptance.py::test_write_report_to_research_generated_fails_closed,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_local_delivery_acceptance.py,write_acceptance_report,no_assert,low
snapshot_schema:apply_freshness_policy:equals,snapshot_schema,1,tests/test_generate_latest_market_snapshot.py::test_stale_source_marked_stale,,unclear,no,single test or no duplicate evidence,P3,9,tests/test_generate_latest_market_snapshot.py,apply_freshness_policy,equals,low
snapshot_schema:build_adapter_report:contains+equals,snapshot_schema,1,tests/unit/test_m3g_live_probe_to_snapshot_adapter.py::test_failed_targets_preserved,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m3g_live_probe_to_snapshot_adapter.py,build_adapter_report,contains+equals,low
snapshot_schema:build_ai_context_pack:contains+equals,ai_context_pack;snapshot_schema,1,tests/test_generate_ai_context_pack.py::test_freshness_and_delay_summary_handles_empty_successful_symbols_conservatively,,unclear,no,single test or no duplicate evidence,P3,9,tests/test_generate_ai_context_pack.py,build_ai_context_pack,contains+equals,low
snapshot_schema:build_ai_context_pack:equals,ai_context_pack;snapshot_schema,1,tests/test_generate_ai_context_pack.py::test_latest_snapshot_summary_preserves_failed_symbol_count,,unclear,no,single test or no duplicate evidence,P3,9,tests/test_generate_ai_context_pack.py,build_ai_context_pack,equals,low
snapshot_schema:build_snapshot:contains,snapshot_schema,1,tests/test_generate_latest_market_snapshot.py::test_canonical_target_class_mapping,,unclear,no,single test or no duplicate evidence,P3,9,tests/test_generate_latest_market_snapshot.py,build_snapshot,contains,low
snapshot_schema:build_snapshot:contains+equals,snapshot_schema,2,tests/test_generate_latest_market_snapshot.py::test_unofficial_live_candidate_preserves_caveats,tests/test_market_snapshot_generator.py::test_build_snapshot_with_mock_empty,partial,manual_review_required,static cluster overlap needs human semantic review,P1,10,tests/test_generate_latest_market_snapshot.py;tests/test_market_snapshot_generator.py,build_snapshot,contains+equals,low
snapshot_schema:build_snapshot:equals,snapshot_schema,2,tests/test_generate_latest_market_snapshot.py::test_official_eod_not_live_candidate,tests/test_generate_latest_market_snapshot.py::test_delayed_quote_semantics_preserved_when_not_stale,partial,manual_review_required,static cluster overlap needs human semantic review,P1,10,tests/test_generate_latest_market_snapshot.py,build_snapshot,equals,low
snapshot_schema:map_source_evidence_to_snapshot_input:equals,snapshot_schema,1,tests/unit/test_m3g_live_probe_to_snapshot_adapter.py::test_none_aware_fallback_preserves_zero_values,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m3g_live_probe_to_snapshot_adapter.py,map_source_evidence_to_snapshot_input,equals,low
snapshot_schema:standardize_symbol:equals+truthy,snapshot_schema,1,tests/unit/test_m3g_live_probe_to_snapshot_adapter.py::test_standardize_symbol,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m3g_live_probe_to_snapshot_adapter.py,standardize_symbol,equals+truthy,low
source_health:_write_test:equals,source_health,1,tests/test_m5q_source_health.py,,unclear,no,single test or no duplicate evidence,P3,11,tests/unit/test_analyze_test_risk_inventory.py,_write_test,equals,high
source_health:build_snapshot:contains+equals+truthy,snapshot_schema;source_health,1,tests/test_m5q_source_health.py,,unclear,no,single test or no duplicate evidence,P3,11,tests/test_generate_latest_market_snapshot.py,build_snapshot,contains+equals+truthy,high
source_health:m5q__check_from_plan:boolean_identity+contains+equals,source_health,1,tests/test_m5q_source_health.py,,unclear,no,single test or no duplicate evidence,P3,11,tests/test_m5q_source_health.py,m5q__check_from_plan,boolean_identity+contains+equals,high
source_health:m5q_classify_observation:equals,source_health,1,tests/test_m5q_source_health.py,,unclear,no,single test or no duplicate evidence,P3,11,tests/test_m5q_source_health.py,m5q_classify_observation,equals,high
source_health:m5q_read_latest_source_health:equals,source_health,1,tests/test_m5q_source_health.py,,unclear,no,single test or no duplicate evidence,P3,11,tests/test_m5q_source_health.py,m5q_read_latest_source_health,equals,high
source_health:render_chatgpt_briefing:contains,briefing_render;source_health,1,tests/test_m5q_source_health.py,,unclear,no,single test or no duplicate evidence,P3,11,tests/test_generate_chatgpt_briefing.py,render_chatgpt_briefing,contains,high
source_health:testclient:boolean_identity+equals,source_health,1,tests/test_m5q_source_health.py,,unclear,no,single test or no duplicate evidence,P3,12,tests/unit/test_m6a_observation_ux.py,testclient,boolean_identity+equals,high
source_health:testclient:equals,source_health,1,tests/test_m5q_source_health.py,,unclear,no,single test or no duplicate evidence,P3,11,tests/test_m5q_source_health.py,testclient,equals,high
ssl_policy:all:boolean_identity+equals,ssl_policy,1,scripts/ssl_policy.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m6b_contract_hardening.py,all,boolean_identity+equals,high
ssl_policy:any:boolean_identity+contains+equals+truthy,bounded_watchlist;fastapi_execute_confirmation;frontend_public_write;frontend_static_contract;m6g_browser_e2e;research_generated_write;ssl_policy,1,scripts/ssl_policy.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/test_m6g_browser_operator_e2e.py,any,boolean_identity+contains+equals+truthy,high
ssl_policy:assertionerror:boolean_identity,fastapi_execute_confirmation;m6g_browser_e2e;ssl_policy,1,scripts/ssl_policy.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/test_m6g_browser_operator_e2e.py,assertionerror,boolean_identity,high
ssl_policy:assertionerror:boolean_identity+contains+equals+truthy,bounded_watchlist;conversation_context;m5f_canonical;m6e_acceptance;ssl_policy,1,scripts/ssl_policy.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/test_m6e_operator_acceptance.py,assertionerror,boolean_identity+contains+equals+truthy,high
ssl_policy:build_report:boolean_identity+equals,ssl_policy,1,scripts/ssl_policy.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m6d_ssl_policy.py,build_report,boolean_identity+equals,high
ssl_policy:calls_append:boolean_identity+equals+truthy,bounded_watchlist;fastapi_execute_confirmation;m6g_browser_e2e;ssl_policy,1,scripts/ssl_policy.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/test_m6g_browser_operator_e2e.py,calls_append,boolean_identity+equals+truthy,high
ssl_policy:calls_append:equals,fastapi_execute_confirmation;ssl_policy,1,scripts/ssl_policy.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/unit/test_server.py,calls_append,equals,high
ssl_policy:execute_live_observation:boolean_identity+equals,ssl_policy,1,scripts/ssl_policy.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m6d_ssl_policy.py,execute_live_observation,boolean_identity+equals,high
ssl_policy:isinstance:boolean_identity+equals+truthy,ssl_policy,1,scripts/ssl_policy.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m6d_ssl_policy.py,isinstance,boolean_identity+equals+truthy,high
ssl_policy:m6g_build_report:equals+truthy,bounded_watchlist;fastapi_execute_confirmation;m6g_browser_e2e;ssl_policy,1,scripts/ssl_policy.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/test_m6g_browser_operator_e2e.py,m6g_build_report,equals+truthy,high
ssl_policy:m6g_server_env_policy_for_mode:equals,m6g_browser_e2e;ssl_policy,1,scripts/ssl_policy.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/test_m6g_browser_operator_e2e.py,m6g_server_env_policy_for_mode,equals,high
ssl_policy:monkeypatch_delenv:equals,ssl_policy,1,scripts/ssl_policy.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m6d_ssl_policy.py,monkeypatch_delenv,equals,high
ssl_policy:monkeypatch_setattr:boolean_identity+contains,ssl_policy,1,scripts/ssl_policy.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m6d_operator_and_local_networking.py,monkeypatch_setattr,boolean_identity+contains,high
ssl_policy:monkeypatch_setattr:boolean_identity+contains+truthy,ssl_policy,1,scripts/ssl_policy.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m6d_ssl_policy.py,monkeypatch_setattr,boolean_identity+contains+truthy,high
